1929,288.15
1929,289.15
1929,290.15
1929,291.15
1929,292.15
1929,293.15
1929,294.15
1929,295.15
1929,296.15
1929,297.15
1929,298.15
1929,299.15
1929,300.15
1929,301.15
1929,302.15
1929,303.15
1929,304.15
1929,305.15
1929,306.15
1929,307.15
1929,308.15
1929,309.15
1929,310.15
1929,311.15
1929,312.15
1929,313.15
1929,314.15
1929,315.15
1929,316.15
1929,317.15
1929,318.15
1929,319.15
1929,320.15
1929,321.15
1929,322.15
1929,323.15
1929,324.15
1929,325.15
1929,326.15
1929,327.15
1930.6,328.15
1936.5,329.15
1948.8,330.15
1967.3,331.15
1989.9,332.15
2014.5,333.15
2039.1,334.15
2061.7,335.15
2080.2,336.15
2092.5,337.15
2096.8,338.15
2092.5,339.15
2080.2,340.15
2061.7,341.15
2039.1,342.15
2014.5,343.15
1989.9,344.15
1967.3,345.15
1948.8,346.15
1936.5,347.15
1930.6,348.15
1929,349.15
1929,350.15
1929,351.15
1929,352.15
1929,353.15
1929,354.15
1929,355.15
1929,356.15
1929,357.15
1929,358.15
1929,359.15
1929,360.15
1929,361.15
1929,362.15
1929,363.15
1929,364.15
1929,365.15
1929,366.15
1929,367.15
1929,368.15
1929,369.15
1929,370.15
1929,371.15
1929,372.15
1929,373.15
1929,374.15
1929,375.15
1929,376.15
1929,377.15
1927.8,378.15
1923.4,379.15
1914.3,380.15
1900.6,381.15
1883.9,382.15
1865.5,383.15
1847.1,384.15
1830.1,385.15
1816,386.15
1806.3,387.15
1801.5,388.15
1800.8,389.15
1802.7,390.15
1806.2,391.15
1810.9,392.15
1816.6,393.15
1823,394.15
1829.8,395.15
1836.7,396.15
1843.4,397.15
1849.9,398.15
1856.1,399.15
1862.4,400.15
1868.9,401.15
1875.7,402.15
1882.9,403.15
1890.7,404.15
1899.1,405.15
1908.3,406.15
1918.4,407.15
1930.5,408.15
1947,409.15
1969.1,410.15
1996.7,411.15
2027.9,412.15
2061.2,413.15
2094.7,414.15
2126.7,415.15
2155.6,416.15
2179.7,417.15
2198.2,418.15
2211.8,419.15
2221.6,420.15
2228.5,421.15
2232.6,422.15
2233.8,423.15
2232.3,424.15
2228,425.15
2221,426.15
2211.4,427.15
2197.9,428.15
2178.6,429.15
2152.5,430.15
2120.4,431.15
2084.7,432.15
2048,433.15
2012.6,434.15
1981.1,435.15
1955.7,436.15
1939.1,437.15
1931.1,438.15
1929,439.15
1929,440.15
1929,441.15
1929,442.15
1929,443.15
1929,444.15
1929,445.15
1929,446.15
1929,447.15
1929,448.15
1929,449.15
1929,450.15
1929,451.15
1929,452.15
1929,453.15
1929,454.15
1929,455.15
1929,456.15
1929,457.15
1929,458.15
1929,459.15
1929,460.15
1929,461.15
1929,462.15
1929,463.15
1929,464.15
1929,465.15
1929,466.15
1929,467.15
1929,468.15
1929,469.15
1929,470.15
1929,471.15
1929,472.15
1929,473.15
1929,474.15
1929,475.15
1929,476.15
1929,477.15
1929,478.15
1929,479.15
1929,480.15
1929,481.15
1929,482.15
1929,483.15
1929,484.15
1929,485.15
1929,486.15
1929,487.15
1929,488.15
1929,489.15
1929,490.15
1929,491.15
1929,492.15
1929,493.15
1929,494.15
1929,495.15
1929,496.15
1929,497.15
1929,498.15
1929,499.15
1929,500.15
1929,501.15
1929,502.15
1929,503.15
1929,504.15
1929,505.15
1929,506.15
1929,507.15
1929,508.15
