1,-0.0004,-0.0004,0.0004
2,0.0003714285714285713,-0.0004,0.0004
3,-0.0004,0.0004,0.0004
4,0.0003714285714285713,0.0004,0.0004
5,-0.0004,-0.0004,0.0008
6,0.0003714285714285713,-0.0004,0.0008
7,-0.0004,0.0004,0.0008
8,0.0003714285714285713,0.0004,0.0008
9,0.0011428571428571427,-0.0004,0.0004
10,0.0011428571428571427,0.0004,0.0004
11,0.0011428571428571427,-0.0004,0.0008
12,0.0011428571428571427,0.0004,0.0008
13,0.001914285714285714,-0.0004,0.0004
14,0.001914285714285714,0.0004,0.0004
15,0.001914285714285714,-0.0004,0.0008
16,0.001914285714285714,0.0004,0.0008
17,0.002685714285714285,-0.0004,0.0004
18,0.002685714285714285,0.0004,0.0004
19,0.002685714285714285,-0.0004,0.0008
20,0.002685714285714285,0.0004,0.0008
21,0.0034571428571428565,-0.0004,0.0004
22,0.0034571428571428565,0.0004,0.0004
23,0.0034571428571428565,-0.0004,0.0008
24,0.0034571428571428565,0.0004,0.0008
25,0.004228571428571428,-0.0004,0.0004
26,0.004228571428571428,0.0004,0.0004
27,0.004228571428571428,-0.0004,0.0008
28,0.004228571428571428,0.0004,0.0008
29,0.004999999999999999,-0.0004,0.0004
30,0.004999999999999999,0.0004,0.0004
31,0.004999999999999999,-0.0004,0.0008
32,0.004999999999999999,0.0004,0.0008
33,0.005771428571428571,-0.0004,0.0004
34,0.005771428571428571,0.0004,0.0004
35,0.005771428571428571,-0.0004,0.0008
36,0.005771428571428571,0.0004,0.0008
37,0.006542857142857142,-0.0004,0.0004
38,0.006542857142857142,0.0004,0.0004
39,0.006542857142857142,-0.0004,0.0008
40,0.006542857142857142,0.0004,0.0008
41,0.007314285714285713,-0.0004,0.0004
42,0.007314285714285713,0.0004,0.0004
43,0.007314285714285713,-0.0004,0.0008
44,0.007314285714285713,0.0004,0.0008
45,0.008085714285714285,-0.0004,0.0004
46,0.008085714285714285,0.0004,0.0004
47,0.008085714285714285,-0.0004,0.0008
48,0.008085714285714285,0.0004,0.0008
49,0.008857142857142857,-0.0004,0.0004
50,0.008857142857142857,0.0004,0.0004
51,0.008857142857142857,-0.0004,0.0008
52,0.008857142857142857,0.0004,0.0008
53,0.009628571428571429,-0.0004,0.0004
54,0.009628571428571429,0.0004,0.0004
55,0.009628571428571429,-0.0004,0.0008
56,0.009628571428571429,0.0004,0.0008
57,0.0104,-0.0004,0.0004
58,0.0104,0.0004,0.0004
59,0.0104,-0.0004,0.0008
60,0.0104,0.0004,0.0008
